"TABLA_PUENTE_ID","SISTEMA_ORIGEN","TIPO_DOCUMENTO","TIPO_MOVIMIENTO","UNIDAD_NEGOCIO_ORIGEN","NOMBRE_FISCAL_ORIGEN","EMPRESA_ORIGEN","RFC_ORIGEN","UNIDAD_NEGOCIO_DESTINO","NOMBRE_FISCAL_DESTINO","EMPRESA_DESTINO","RFC_DESTINO","SUCURSAL_VENTA","NUMERO_DOCUMENTO","FECHA_MOVIMIENTO","REFERENCIA_APLICACION","ADICIONAL1","ADICIONAL2","ADICIONAL3","ADICIONAL4","ADICIONAL5","ADICIONAL6","ADICIONAL7","ADICIONAL8","ADICIONAL9","ADICIONAL10","ESTATUS","DETALLE_ERROR","CREATION_DATE","CREATED_BY","LAST_UPDATE_DATE","LAST_UPDATED_BY","LAST_UPDATE_LOGIN","ESTATUSAP"
962631,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERP04AERTF",31/08/21,"470015","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962632,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","31821156ERP04AERTF",31/08/21,"470016","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962633,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PCHALCO","31821292ERT04ITPTF",31/08/21,"470017","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962634,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","PCHALCO","31821292ERT04ITP*",31/08/21,"962634","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962635,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERP44PERTF",31/08/21,"470018","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962636,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WEB","31821115ERP04PERTF",31/08/21,"470019","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962637,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","TAPO","3182118ERP01PERTF",31/08/21,"470020","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962638,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","31821277ERT04GTTP1TF",31/08/21,"470021","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962639,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","PASDEST","31821277ERT04GTTP1*",31/08/21,"962639","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962640,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","WTC","3182191TPP01GTTP1TF",31/08/21,"470022","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962641,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAR","3182120ERP04SERTF",31/08/21,"470023","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962642,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","TAPO","3182118ERP01SERTF",31/08/21,"470024","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962643,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","3182117ERP01SERTF",31/08/21,"470025","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962644,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","31821156ERP01AERTF",31/08/21,"470026","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962645,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","SMA","3182117TPP01ITPTF",31/08/21,"470027","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962755,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","WEB","31821115TPP4MSGTPTF",31/08/21,"470086","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962756,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","TAPO","3182118TPP1MSTPTF",31/08/21,"470087","","4170","","","","","","","","","E","",02/09/21,,02/09/21,,,""
962757,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","31821277ERT4MSTTP1TF",31/08/21,"470088","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962758,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","PASDEST","31821277ERT4MSTTP1*",31/08/21,"962758","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962759,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WEB","31821115ERP4MSPERTF",31/08/21,"470089","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962996,"ESTACIONAMIENTO","FACTURA","PROPIO","ESTACIONAMIENTO","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","ESTACIONAMEINTO CAPU","AMP521016875","","PUBLICO GENERAL","ESTRELLAROJA","XAXX010101000","CAPU","31082021CAPU",31/08/21,"31082021CAPU","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,1,""
962997,"ESTACIONAMIENTO","FACTURA","PROPIO","ESTACIONAMIENTO","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","ESTACIONAMIENTO 4PTE","AMP521016875","","PUBLICO GENERAL","ESTRELLAROJA","XAXX010101000","4PTE","310820214PTE",31/08/21,"310820214PTE","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,1,""
962674,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","31821156ERT04ITPTF",31/08/21,"470050","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962675,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","PSNDIEGO","31821156ERT04ITP*",31/08/21,"962675","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962676,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERP16PERTF",31/08/21,"470051","","4170","","","","","","","","","E","",02/09/21,,02/09/21,,,""
962677,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","SMA","3182117TPP01BTPTF",31/08/21,"470052","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962678,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERP04SERTF",31/08/21,"470053","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962679,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","AERO","3182119ERP04AERTF",31/08/21,"470054","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962680,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERP01AERTF",31/08/21,"470055","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962681,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","PSNDIEGO","31821156TPP01ITPTF",31/08/21,"470056","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962682,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","31821277ERP04PERTF",31/08/21,"470057","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962683,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","31821277ERP01PERTF",31/08/21,"470058","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962684,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERP01PERTF",31/08/21,"470059","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962685,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAR","3182120ERP01PERTF",31/08/21,"470060","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962686,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","TAPO","3182118ERP16PERTF",31/08/21,"470061","","4170","","","","","","","","","E","",02/09/21,,02/09/21,,,""
962687,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERT44GTTP1TF",31/08/21,"470062","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962688,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","CAPU","3182115ERT44GTTP1*",31/08/21,"962688","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962689,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","MIYANA","31821294ERT04GTTP1TF",31/08/21,"470063","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962690,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","MIYANA","31821294ERT04GTTP1*",31/08/21,"962690","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962691,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WTC","3182191ERT04GTTP1TF",31/08/21,"470064","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962692,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","WTC","3182191ERT04GTTP1*",31/08/21,"962692","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962693,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","STAFE","31821103TPP01GTTP1TF",31/08/21,"470065","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962694,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","TAPO","3182118ERP1MSERTF",31/08/21,"470066","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962695,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PCHALCO","31821292ERP1MSERTF",31/08/21,"470067","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962696,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","31821156ERP1MSERTF",31/08/21,"470068","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962697,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAR","3182120ERP1MSERTF",31/08/21,"470069","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962698,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERP1MSERTF",31/08/21,"470070","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962699,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","AERO","3182119ERP1MSERTF",31/08/21,"470071","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962700,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","31821277ERP1MSERTF",31/08/21,"470072","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962701,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","HUEJO","3182123ERP1MSERTF",31/08/21,"470073","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962702,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","CAR","3182120TPP1MSTPTF",31/08/21,"470074","","4170","","","","","","","","","E","",02/09/21,,02/09/21,,,""
962703,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SUR","3182125ERP1MSERTF",31/08/21,"470075","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962744,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","PASDEST","31821277TPP1MSTPTF",31/08/21,"470076","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962745,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PASDEST","31821277ERP4MSERTF",31/08/21,"470077","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962746,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","MIYANA","31821294TPP1MSTTP1TF",31/08/21,"470078","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962747,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERP4MSERTF",31/08/21,"470079","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962748,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WEB","31821115ERP4MSERTF",31/08/21,"470080","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962749,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WEB","31821115ERP4MSAERTF",31/08/21,"470081","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962750,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","STAFE","31821103ERT4MSTTP1TF",31/08/21,"470082","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962751,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","STAFE","31821103ERT4MSTTP1*",31/08/21,"962751","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962752,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","3182117ERP1MSERTF",31/08/21,"470083","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962753,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CNORTE","31821279ERP1MSERTF",31/08/21,"470084","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962754,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","AERO","3182119ERP4MSERTF",31/08/21,"470085","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962646,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","TAPO","3182118ERP04PERTF",31/08/21,"470028","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962647,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","31821156ERP04PERTF",31/08/21,"470029","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962648,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SUR","3182125ERP01PERTF",31/08/21,"470030","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962649,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","31821156ERP16PERTF",31/08/21,"470031","","4170","","","","","","","","","E","",02/09/21,,02/09/21,,,""
962650,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERT04GTTP1TF",31/08/21,"470032","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962651,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla 1","TTP050504P51","","","","AMP521016875","CAPU","3182115ERT04GTTP1*",31/08/21,"962651","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962652,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","MIYANA","31821294TPP01GTTP1TF",31/08/21,"470033","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962653,"TMS","FACTURA","PROPIO","TMS","CONTACTOS TERRESTRES SA DE CV","Contactos Terrestres","CTE060224DA3","","","","XAXX010101000","WEB","31821115CTP04TCTTF",31/08/21,"470034","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962654,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","PSNDIEGO","31821156ERP01SERTF",31/08/21,"470035","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962655,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","HUEJO","3182123ERT04ITPTF",31/08/21,"470036","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962656,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","HUEJO","3182123ERT04ITP*",31/08/21,"962656","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962609,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","CAPU","3182115ERT16BTP*",31/08/21,"962609","","","","","","","","","","","E","Linea sin configuracion: 1",02/09/21,,02/09/21,,,""
962610,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","3182117ERT04MTPTF",31/08/21,"469997","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962611,"PORTAL*","FACTURA","INTERCOS","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","AMP521016875","SMA","3182117ERT04MTP*",31/08/21,"962611","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962612,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","TAPO","3182118ERP04SERTF",31/08/21,"469998","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962613,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","SMA","3182117ERP04SERTF",31/08/21,"469999","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962614,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAPU","3182115ERP01SERTF",31/08/21,"470000","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962615,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","WEB","31821115ERP04AERTF",31/08/21,"470001","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962616,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","AERO","3182119ERP01AERTF",31/08/21,"470002","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962617,"TMS","FACTURA","TERCEROS","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAR","3182120ERT04ITPTF",31/08/21,"470003","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962579,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","CAPU","3182115TPP01BTPTF",31/08/21,"469972","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962580,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","HUEJO","3182123ERP01SERTF",31/08/21,"469973","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962581,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","TAPO","3182118ERP16SERTF",31/08/21,"469974","","4170","","","","","","","","","E","",02/09/21,,02/09/21,,,""
962582,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","TAPO","3182118TPP01ITPTF",31/08/21,"469975","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962583,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","CAR","3182120TPP01ITPTF",31/08/21,"469976","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962584,"TMS","FACTURA","PROPIO","TMS","TERMINAL LAS TORRES PUEBLA S.A. DE C.V.","Terminal Las Torres Puebla","TTP050504P51","","","","XAXX010101000","PCHALCO","31821292TPP01ITPTF",31/08/21,"469977","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962585,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CNORTE","31821279ERP04PERTF",31/08/21,"469978","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
962586,"TMS","FACTURA","PROPIO","TMS","AUTOBUSES MEXICO PUEBLA ESTRELLA ROJA SA DE CV","Estrella Roja","AMP521016875","","","","XAXX010101000","CAR","3182120ERP04PERTF",31/08/21,"469979","","4170","","","","","","","","","S","",02/09/21,,02/09/21,,,""
