ID_INTERFAZ,CD_UNIDAD_OPERATIVA,UNIDAD_OPERATIVA,SISTEMA_ORIGEN,TIPO_DOCUMENTO,TIPO_MOVIMIENTO,COORDINADO,IMPUESTO,ORIGEN_TRANSACCION,TIPO_TRANSACCION_AR,METODO_RECIBO,UNIDAD_NEGOCIO_ORIGEN,NOMBRE_FISCAL_ORIGEN,EMPRESA_ORIGEN,RFC_ORIGEN,UNIDAD_NEGOCIO_DESTINO,NOMBRE_FISCAL_DESTINO,EMPRESA_DESTINO,RFC_DESTINO,SUCURSAL_VENTA,ORIGEN_SERVICIO,DESTINO_SERVICIO,SERVICIO,CONCEPTO_MODALIDAD,FORMA_PAGO,SUMARIZADO,APLICA_AR,APLICA_AP,CUENTA_INGRESOS,CUENTA_COBRAR,CUENTA_IMPUESTO,CUENTA_RETENCION,CUENTA_AP,ADICIONAL1,ADICIONAL2,ADICIONAL3,ADICIONAL4,ADICIONAL5,ADICIONAL6,ADICIONAL7,ADICIONAL8,ADICIONAL9,ADICIONAL10,CREATION_DATE,CREATED_BY,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CUENTA_INGRESOS_DESC,CUENTA_COBRAR_DESC,CUENTA_IMPUESTO_DESC,CUENTA_RETENCION_DESC,CUENTA_AP_DESC,MEMO_LINE,RECEIPT_METHOD_ID,ORGANIZATION_ID,UNIDAD_OPERATIVA_DESTINO,AP_TERCEROS,CONCILIACION,PREFIJO_CONC,MASCARA_CONC,SUBFIJO_CONC,FRECUENCIA_CONC,TOLERANCIA_CONC
1760,,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,CONDESA,,,SERVICIO DE TURISMO CT,,TODOS,,SI,SI,01-00-05-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-NA-NA-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-SERVICIO DE TURISMO CT---BBV-AP_IVA_NO_GRAVADO,,3E+14,CONTERSA_BU,3E+14,,,,,,
1790,,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,PCENSUR,,,SERVICIO DE TURISMO,,TODOS,,SI,SI,01-00-05-1199-000-00-0000-2201006-0000-00000,01-00-00-1101-000-00-0000-1110102-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-FROSUR-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Zócalo-NA-NA-NA-Cofre-NA-NA,,,,TMS-SERVICIO DE TURISMO CT---BBV-AP_IVA_NO_GRAVADO,,3E+14,CONTERSA_BU,3E+14,,,,,,
1820,,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,PULLMAN PRIMERA CLASE CT,,BBV,,SI,SI,01-00-05-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,,,,,TMS-PULLMAN PRIMERA CLASE CT1---AMX-AP_IVA_NO_GRAV,,3E+14,CONTERSA_BU,3E+14,,,,,,
1822,,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,PULLMAN PRIMERA CLASE CT,,AMX,,SI,SI,01-00-05-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-NA-NA-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-NA-4 Poniente-NA-NA-NA-Cofre-NA-NA,,,,TMS-PULLMAN PRIMERA CLASE CT1---AMX-AP_IVA_NO_GRAV,,3E+14,CONTERSA_BU,3E+14,,,,,,
2054,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,AERO,,,VENTAS MISCELANEAS,JUCONI,BBV,,SI,NO,01-00-00-1101-000-00-0000-2202117-0000-00000,01-00-00-1101-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,AMPERSA-NA-NA-CAPU-NA-NA-NA-Juconi-NA-NA,AMPERSA-NA-NA-CAPU-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISC-JUCONI-BBV-AP_IVA_NO_GRAVADO,,3E+14,,,SI,AFIL.-009270083-,DDMMRRRR,,D,
2121,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,SUPER RAPIDOS FEDERAL,,TODOS,,SI,SI,01-00-00-1199-000-00-0000-2204101-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-SUPER RAPIDOS FED--BBV-AP_IVA_NO_GRAVADO,,3E+14,TTP_BU,3E+14,,,,,,
5006,,AMPERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,MIYANA,,,VENTAS MISCELANEAS,TELCEL,EFE,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,4.04181E+16,,,,,,,TMS-VENTAS MISCELANEAS-TELCEL--EFE-AR_IVA16,,3E+14,,,SI,,DDMMRRRR,MIYANA,S,10
2183,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,CAPSETEX,,,INTERMEDIO PISTA,,BBV,,SI,SI,01-00-11-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,1,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-INTERMEDIO PISTA---BBV-AP_IVA_NO_GRAVADO,,3E+14,TTP_BU,3E+14,SI,AFIL.-007273370-,DDMMRRRR,,D,
5007,,AMPERSA_BU,TMS,FACTURA,TERCEROS,,,,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,CHOL,,,VENTAS MISCELANEAS,JUCONI,BBV,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,4.04181E+16,,,,,,,TMS-VENTAS MISCELANEAS-JUCONI--BBV-AP_IVA_NO_GRAVADO,,3E+14,,,SI,AFIL.-007273370-,DDMMRRRR,,D,10
2192,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,4PTE,,,EBUS TTP1,,TODOS,,SI,SI,01-00-11-1199-000-00-0000-2201006-0000-00000,01-00-00-1101-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-CAPU-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-EBUS TTP--TODOS-AP_IVA_NO_GRAVADO,,3E+14,TTP_BU,3E+14,,,,,,
2195,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,CAPU,,,EBUS TTP1,,BBV,,SI,SI,01-00-11-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,1,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-EBUS TTP1---BBV-AP_IVA_NO_GRAVADO,,3E+14,TTP_BU,3E+14,SI,"AFIL.-009180159-,AFIL.-005256409-",DDMMRRRR,,D,
2213,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,STAFE,,,EBUS TTP1,,AMX,,SI,SI,01-00-11-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,1,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-EBUS TTP1---AMX-AP_IVA_NO_GRAVADO,,3E+14,,,SI,AMEXCO SE 9356623992-,DDMMRRRR,,D,
5008,,AMPERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,CHOL,,,VENTAS MISCELANEAS,DIFERENCIA POR HO,BBV,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,,,,,,,,TMS-VENTAS MISC-DIFERENCIA POR HO--BBV-AR_I6,,3E+14,,,SI,AFIL.-007273370-,DDMMRRRR,,D,10
2282,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,KIT SUEÑO,TODOS,,SI,,01-55-00-1116-000-00-0000-6600112-0000-00000,01-00-00-1102-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-NA-CAPU-NA-NA-NA-Juconi-NA-NA,AMPERSA-NA-NA-4 Poniente-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-KIT SUEÑO--EFE,,3E+14,,,,,,,,
2288,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,CONDESA,,,EBUS TTP1,,TODOS,,SI,SI,01-00-11-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-EBUS TTP--TODOS-AP_IVA_NO_GRAVADO,,3E+14,TTP_BU,3E+14,,,,,,
2307,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,ESTUCHE,TODOS,,SI,,01-55-00-1116-000-00-0000-6600112-0000-00000,01-00-00-1102-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-Negocios Agregados-NA-Taller-NA-NA-NA-Comercialización de Produ-NA-NA,AMPERSA-NA-NA-4 Poniente-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-ESTUCHE--EFE,,3E+14,,,,,,,,
2359,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,CAPU,,,VENTAS MISCELANEAS,TELCEL,EFE,,SI,NO,01-01-00-1199-000-00-0000-6600101-0000-00000,01-00-00-1112-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,AMPERSA-Unidades de Apoyo-NA-Administración-NA-NA-NA-Tiempo Aire-NA-NA,AMPERSA-NA-NA-SETEX-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-TELCEL--EFE-AR_IVA16,,3E+14,,,SI,,DDMMRRRR,CAPUT,D,
2361,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,CAPU,,,VENTAS MISCELANEAS,UNEFON,EFE,,SI,NO,01-01-00-1199-000-00-0000-6600101-0000-00000,01-00-00-1206-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,AMPERSA-Unidades de Apoyo-NA-Administración-NA-NA-NA-Tiempo Aire-NA-NA,AMPERSA-NA-NA-Cárcel de Mujeres-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-UNEFON--EFE-AR_IVA16,,3E+14,,,SI,,DDMMRRRR,CAPUT,D,
2363,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,CAPU,,,VENTAS MISCELANEAS,MOVISTAR,EFE,,SI,NO,01-01-00-1199-000-00-0000-6600101-0000-00000,01-00-00-1206-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,AMPERSA-Unidades de Apoyo-NA-Administración-NA-NA-NA-Tiempo Aire-NA-NA,AMPERSA-NA-NA-Cárcel de Mujeres-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-MOVISTAR--EFE-AR_IVA16,,3E+14,,,SI,,DDMMRRRR,CAPUT,D,
2364,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,CAPU,,,VENTAS MISCELANEAS,IUSACELL,EFE,,SI,NO,01-01-00-1199-000-00-0000-6600101-0000-00000,01-00-00-1206-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,AMPERSA-Unidades de Apoyo-NA-Administración-NA-NA-NA-Tiempo Aire-NA-NA,AMPERSA-NA-NA-Cárcel de Mujeres-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-IUSACELL--EFE-AR_IVA16,,3E+14,,,SI,,DDMMRRRR,CAPUT,D,
4992,,TTP_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,XAXX010101000,MIYANA,,,VENTAS MISCELANEAS,AUDIFONOS EBUS,EFE,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,,,,,,,,TMS-VENTAS MISCELANEAS-AUDIFONOS EBUS,,3E+14,,,SI,,DDMMRRRR,MIYANA,S,10
2370,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,SERVICIO DE TURISMO,TODOS,,SI,,01-01-00-1199-000-00-0000-6600101-0000-00000,01-00-00-1101-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-Unidades de Apoyo-NA-Administración-NA-NA-NA-Tiempo Aire-NA-NA,AMPERSA-NA-NA-CAPU-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-SERVICIO DE TURISMO CT-EFEA,,3E+14,,,,,,,,
2531,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,DIRECTO ECONOMICO AU,TODOS,,SI,,01-00-00-1199-000-00-0000-2204102-0000-00000,01-00-00-1110-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-NA-Plaza San Diego-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-DIRECTO ECONOMICO ER--EFE-A,,3E+14,,,,,,,,
2541,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,AEROPUERTO ADO,TODOS,,SI,,01-00-00-1199-000-00-0000-2204102-0000-00000,01-00-00-1203-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-NA-Aeropuerto T1-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-AEROPUERTO ER--EFE-AR_IVA16,,3E+14,,,,,,,,
2583,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,INTERMEDIO EORO ERO,,TODOS,,SI,SI,01-00-00-1199-000-00-0000-2204101-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-INTERMEDIO---TODOS-AP_IVA_NO_GRAVADO,,3E+14,TTP_BU,3E+14,,,,,,
2756,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,FRAZADA,TODOS,,SI,,01-55-00-1116-000-00-0000-6600112-0000-00000,01-00-00-1102-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-Negocios Agregados-NA-Taller-NA-NA-NA-Comercialización de Produ-NA-NA,AMPERSA-NA-NA-4 Poniente-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-FRAZADA--EFE,,3E+14,,,,,,,,
2760,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,PULLMAN PRIMERA CLASE ADO,TODOS,,SI,,01-00-00-1199-000-00-0000-2204102-0000-00000,01-00-00-1201-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-NA-TAPO-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-PULLMAN PRIMERA CLASE ER--E,,3E+14,,,,,,,,
2786,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,ZOCALO,,,SERVICIO DE TURISMO CT,,BBV,,SI,SI,01-00-05-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,1,AMPERSA-NA-CONTACTOS-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-SERVICIO DE TURISMO CT---BBV-AP_IVA_NO_GRAVADO,,3E+14,CONTERSA_BU,3E+14,SI,AFIL.-009627191-,DDMMRRRR,,D,
2862,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,DEVOLUCION POR HO/CN,TODOS,,SI,SI,01-00-11-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-VENTAS MISC-CARGO X CAMBIO HORA-TODOS-AR_IVA16,,3E+14,TTP_BU,3E+14,,,,,,
2889,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,CARGO POR CANCELACION,TODOS,,SI,,01-00-11-1199-000-00-0000-2201004-0000-00000,01-00-00-1102-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-NA-Administración-NA-NA-NA-Sobrantes-NA-NA,AMPERSA-NA-NA-4 Poniente-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISC-CARGO X CAMBIO HORA-TODOS-AR_IVA16,,3E+14,,,,,,,,
2891,101,AMPERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,AERO,,,VENTAS MISCELANEAS,CARGO POR CAMBIO DE HORARIO,BBV,,SI,NO,01-00-11-1199-000-00-0000-2201006-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,1,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS VENTAS MISC CARGO X CAMBIO HORA-BBV-AR_IVA16,,3E+14,,,SI,AFIL.-009270083-,DDMMRRRR,,D,
3134,101,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAAR16%,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,SERVICIO EJECUTIVO ADO,TODOS,,SI,,01-00-00-1199-000-00-0000-2204102-0000-00000,01-00-00-1102-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-NA-4 Poniente-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-SERVICIO EJECUTIVO ER--EFE-,,3E+14,,,,,,,,
3236,,AMPERSA_BU,PAQUER,RECIBO,PROPIO,,,,,SANTANDER_1527,,,,AMP521016875,,,,,TODOS,,,SERVICIO DE PAQUETERIA,,TDD,,SI,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,3E+14,3E+14,,,,,,,,
3307,,AMPERSA_BU,TMS,FACTURA,TERCEROS,,TAS-IVAEXE,Facturas AMPERSA,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,TODOS,,,VENTAS MISCELANEAS,INTERMEDIO PISTA TTP,BBV,,SI,SI,01-00-11-1199-000-00-0000-2201006-0000-00000,01-00-00-1101-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,1,AMPERSA-Unidades de Apoyo-NA-Administración-NA-NA-NA-Tiempo Aire-NA-NA,AMPERSA-NA-NA-CAPU-NA-NA-NA-Cofre-NA-NA,,,,TMS-INTERMEDIO---TODOS-AP_IVA_NO_GRAVADO,,3E+14,TTP_BU,3E+14,,,,,,
3371,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,NWM9709244W4,TODOS,,,Cartas Porte Dedicado,DIESEL MAS RETENCION,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Viaje-DIESEL MAS RETENCION-CRE,,3E+14,,,,,,,,
3372,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,NWM9709244W4,TODOS,,,Cartas Porte Dedicado,CASETAS AL 16% RET,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Viaje-CASETAS AL 16% RET-CRE-,,3E+14,,,,,,,,
3373,,VERSA_BU,DLIVER,FACTURA,PROPIO,,TAS-IVAAR16%,DLIVER,FACTURA VER,,,,,VER870629GN3,,,,NWM9709244W4,TODOS,,,Cartas Porte Dedicado,KM DEDICADO,CRE,,SI,,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Viaje-KM DEDICADO-CRE-,,3E+14,,,,,,,,
3747,,CONTERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,,CAPSETEX,,,SERVICIO DE TURISMO TRANVIA CT,,EFE,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-SERVICIO DE TURISMO TRANVIA CT---EFE-,,3E+14,,,,,,,,
3466,,AMPERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION ER SOC,,,,,AMP521016875,,,,,TAPO,,,DIRECTO ECONOMICO,PUNTO A BORDO,SOC,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-DIRECTO ECONOMICO ER---SOC-AR_IVA16,,3E+14,,,,,,,,
3467,,AMPERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION ER SOC,,,,,AMP521016875,,,,,CAPU,,,DIRECTO ECONOMICO,PUNTO A BORDO,SOC,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-DIRECTO ECONOMICO ER---SOC-AR_IVA16,,3E+14,,,,,,,,
3468,,AMPERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION ER SOC,,,,,AMP521016875,,,,,CAR,,,DIRECTO ECONOMICO,PUNTO A BORDO,SOC,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-DIRECTO ECONOMICO ER---SOC-AR_IVA16,,3E+14,,,,,,,,
3469,,AMPERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION ER SOC,,,,,AMP521016875,,,,,CHOL,,,DIRECTO ECONOMICO ER,PUNTO A BORDO,SOC,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-DIRECTO ECONOMICO ER---SOC-AR_IVA16,,3E+14,,,,,,,,
3470,,AMPERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION ER SOC,,,,,AMP521016875,,,,,HUEJO,,,DIRECTO ECONOMICO ER,PUNTO A BORDO,SOC,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-DIRECTO ECONOMICO ER---SOC-AR_IVA16,,3E+14,,,,,,,,
